"name","wiki_link","description"
"Tunisia","https://en.wikipedia.org/wiki/Tunisia","Tunisia (English: /tuˈniʒə/; Arabic: تونس‎  Tūnis; Berber: ⵜⵓⵏⴻⵙ Tunes; French: Tunisie), officially the Republic of Tunisia[15] (Arabic: الجمهورية التونسية‎  al-Jumhūrīya at-Tūnisīya) is a country in North Africa, covering 165,000 square kilometres (64,000 square miles). Its northernmost point, Cape Angela, is the northernmost point on the African continent. It is bordered by Algeria to the west and southwest, Libya to the southeast, and the Mediterranean Sea to the north and east. Tunisia's population was estimated to be just under 11.93 million in 2016.[10] Tunisia's name is derived from its capital city, Tunis, which is located on its northeast coast."
"Turkey","https://en.wikipedia.org/wiki/Turkey","Turkey (/ˈtɜːrki/ ( listen); Turkish: Türkiye [ˈtyɾcije]), officially the Republic of Turkey (Turkish:  Türkiye Cumhuriyeti (help·info); pronounced [ˈtyɾcije d͡ʒumˈhuɾijeti]), is a transcontinental country in Eurasia, mainly in Anatolia in Western Asia, with a smaller portion on the Balkan peninsula in Southeast Europe.[7] Turkey is bordered by eight countries with Greece and Bulgaria to the northwest; Georgia to the northeast; Armenia, the Azerbaijani exclave of Nakhchivan and Iran to the east; and Iraq and Syria to the south. The country is encircled by seas on three sides with the Aegean Sea to the west, the Black Sea to the north, and the Mediterranean Sea to the south. The Bosphorus, the Sea of Marmara, and the Dardanelles, which together form the Turkish Straits, divide Thrace and Anatolia and separate Europe and Asia.[8] Ankara is the capital while Istanbul is the country's largest city and main cultural and commercial centre. Approximately 70-80% of the country's citizens identify themselves as ethnic Turks.[9][10] Kurds are the largest minority at about 20% of the population, and other ethnic minorities include Circassians, Albanians, Arabs, Bosniaks and Laz.[10][11][12][13][14] Minority languages spoken today in Turkey include Kurmanji, Arabic, Zaza, Kabardian and several others.[1]"
"Turkmenistan","https://en.wikipedia.org/wiki/Turkmenistan","Turkmenistan (/tɜːrkˈmɛnɪstæn/ ( listen) or /tɜːrkmɛnɪˈstɑːn/ ( listen); Turkmen: Türkmenistan, pronounced [tyɾkmeniˈθtɑn]), formerly known as Turkmenia,[7] is a country in Central Asia, bordered by Kazakhstan to the northwest, Uzbekistan to the north and east, Afghanistan to the southeast, Iran to the south and southwest, and the Caspian Sea to the west."
"Tuvalu","https://en.wikipedia.org/wiki/Tuvalu","Tuvalu (/tuˈvɑːluː/ ( listen) too-VAH-loo or /ˈtuːvəˌluː/ TOO-və-loo), formerly known as the Ellice Islands, is a Polynesian island nation located in the Pacific Ocean, about midway between Hawaii and Australia, lying east-northeast of the Santa Cruz Islands (belonging to the Solomons), southeast of Nauru, south of Kiribati, west of Tokelau, northwest of Samoa and Wallis and Futuna and north of Fiji. It comprises three reef islands and six true atolls spread out between the latitude of 5° to 10° south and longitude of 176° to 180°, west of the International Date Line. Tuvalu has a population of 10,640 (2012 census).[1][2] Situated in Oceania, the total land area of the islands of Tuvalu is 26 square kilometres (10 sq mi)."
"Uganda","https://en.wikipedia.org/wiki/Uganda","Uganda (/juːˈɡændə/ yew-GAN-də or /juːˈɡɑːndə/ yew-GAHN-də), officially the Republic of Uganda,[1] is a landlocked country in East Africa. It is bordered to the east by Kenya, to the north by South Sudan, to the west by the Democratic Republic of the Congo, to the south-west by Rwanda, and to the south by Tanzania. The southern part of the country includes a substantial portion of Lake Victoria, shared with Kenya and Tanzania. Uganda is in the African Great Lakes region. Uganda also lies within the Nile basin, and has a varied but generally a modified equatorial climate."
"Ukraine","https://en.wikipedia.org/wiki/Ukraine","Ukraine (/juːˈkreɪn/ ( listen) yoo-KRAYN; Ukrainian: Україна, translit. Ukrajina [ukrɑˈjinɑ]), sometimes called the Ukraine,[9] is a sovereign state in Eastern Europe,[10] bordered by Russia to the east and northeast; Belarus to the northwest; Poland, Hungary, and Slovakia to the west; Romania and Moldova to the southwest; and the Black Sea and Sea of Azov to the south and southeast, respectively. Ukraine is currently in territorial dispute with Russia over the Crimean Peninsula, which Russia annexed in 2014[11] but which Ukraine and most of the international community recognise as Ukrainian. Including Crimea, Ukraine has an area of 603,628 km2 (233,062 sq mi),[12] making it the largest country entirely within Europe and the 46th largest country in the world. Excluding Crimea, Ukraine has a population of about 42.5 million, making it the 32nd most populous country in the world.[4]"
"United Arab Emirates","https://en.wikipedia.org/wiki/United_Arab_Emirates","The United Arab Emirates (/juːˈnaɪtɪd ˈærəb ˈɛmɪrɪts/ ( listen); UAE; Arabic: دولة الإمارات العربية المتحدة‎ Dawlat al-Imārāt al-'Arabīyah al-Muttaḥidah), sometimes simply called the Emirates (Arabic: الإمارات‎ al-Imārāt), is a federal absolute monarchy in Western Asia at the southeast end of the Arabian Peninsula on the Persian Gulf, bordering Oman to the east and Saudi Arabia to the south, as well as sharing maritime borders with Qatar to the west and Iran to the north. In 2013, the UAE's population was 9.2 million, of which 1.4 million are Emirati citizens and 7.8 million are expatriates.[7][8][9]"
"United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) and colloquially Great Britain (GB) or simply Britain, is a sovereign country in western Europe. Lying off the north-western coast of the European mainland, the United Kingdom includes the island of Great Britain, the north-eastern part of the island of Ireland and many smaller islands.[11] Northern Ireland is the only part of the United Kingdom that shares a land border with another sovereign state‍—‌the Republic of Ireland.[note 9] Apart from this land border, the United Kingdom is surrounded by the Atlantic Ocean, with the North Sea to its east, the English Channel to its south and the Celtic Sea to its south-south-west, giving it the 12th-longest coastline in the world. The Irish Sea lies between Great Britain and Ireland. With an area of 242,500 square kilometres (93,600 sq mi), the United Kingdom is the 78th-largest sovereign state in the world and the 11th-largest in Europe. It is also the 21st-most populous country, with an estimated 65.1 million inhabitants.[12] Together, this makes it the fourth-most densely populated country in the European Union (EU).[note 10][13]"
"United States","https://en.wikipedia.org/wiki/United_States","The United States of America (USA), commonly known as the United States (U.S.) or America, is a federal republic[15][16] composed of 50 states, a federal district, five major self-governing territories, and various possessions.[fn 6] At 3.8 million square miles (9.8 million km2)[18] and with over 325 million people, the United States is the world's third- or fourth-largest country by total area[fn 7] and the third-most populous. The capital is Washington, D.C., and the largest city by population is New York City. Forty-eight states and the capital's federal district are contiguous and located in North America between Canada and Mexico. The state of Alaska is in the northwest corner of North America, bordered by Canada to the east and across the Bering Strait from Russia to the west. The state of Hawaii is an archipelago in the mid-Pacific Ocean. The U.S. territories are scattered about the Pacific Ocean and the Caribbean Sea, stretching across nine official time zones. The extremely diverse geography, climate, and wildlife of the United States make it one of the world's 17 megadiverse countries.[23]"
"Uruguay","https://en.wikipedia.org/wiki/Uruguay","Uruguay (/ˈjʊərəɡwaɪ/ ( listen);[7] Spanish pronunciation: [uɾuˈɣwai̯]), officially the Oriental Republic of Uruguay (Spanish: República Oriental del Uruguay), is a sovereign state in the southeastern region of South America. It borders Argentina to its west and Brazil to its north and east, with the Río de la Plata (River of Silver) to the south and the Atlantic Ocean to the southeast. Uruguay is home to an estimated 3.44 million people,[2] of whom 1.8 million live in the metropolitan area of its capital and largest city, Montevideo. With an area of approximately 176,000 square kilometres (68,000 sq mi), Uruguay is geographically the second-smallest nation in South America,[8] after Suriname."
"Uzbekistan","https://en.wikipedia.org/wiki/Uzbekistan","Uzbekistan (US: /ʊzˈbɛkɪˌstæn, -ˌstɑːn/ ( listen), UK: /ʊzˌbɛkɪˈstɑːn, ʌz-, -ˈstæn/), officially also the Republic of Uzbekistan (Uzbek: Oʻzbekiston Respublikasi), is a doubly landlocked Central Asian state. It is a secular, unitary constitutional republic, comprising 12 provinces, one autonomous republic, and a capital city. Uzbekistan is bordered by five landlocked countries: Kazakhstan to the north; Kyrgyzstan to the northeast; Tajikistan to the southeast; Afghanistan to the south; and Turkmenistan to the southwest."
"Vanuatu","https://en.wikipedia.org/wiki/Vanuatu","Vanuatu (English: /ˌvɑːnuˈɑːtuː/ ( listen) VAH-noo-AH-too or /vænˈwɑːtuː/ van-WAH-too; Bislama, French IPA: [vanuatu]), officially the Republic of Vanuatu (French: République de Vanuatu, Bislama: Ripablik blong Vanuatu), is a Pacific island nation located in the South Pacific Ocean. The archipelago, which is of volcanic origin, is some 1,750 kilometres (1,090 mi) east of northern Australia, 540 kilometres (340 mi) northeast of New Caledonia, east of New Guinea, southeast of the Solomon Islands, and west of Fiji."
"Vatican City","https://en.wikipedia.org/wiki/Vatican_City","Vatican City (/ˈvætɪkən ˈsɪti/ ( listen); Italian: Città del Vaticano [tʃitˈta ddel vatiˈkaːno]; Latin: Civitas Vaticana),[d] officially Vatican City State or the State of Vatican City (Italian: Stato della Città del Vaticano;[e] Latin: Status Civitatis Vaticanae),[f] is a country located within the city of Rome. With an area of approximately 44 hectares (110 acres), and a population of 1,000,[3] it is the smallest state in the world by both area and population. However, formally it is not sovereign, with sovereignty being held by the Holy See."
"Venezuela","https://en.wikipedia.org/wiki/Venezuela","Venezuela (/ˌvɛnəˈzweɪlə/ ( listen) VEN-ə-ZWAYL-ə; American Spanish: [beneˈswela]), officially the Bolivarian Republic of Venezuela (Spanish: República Bolivariana de Venezuela), is a federal republic located on the northern coast of South America. It is bordered by Colombia on the west, Brazil on the south, Guyana on the east, the Dutch Caribbean ABC islands to the north and the islands of Trinidad and Tobago to the north-east. Venezuela covers 916,445 km2 (353,841 sq mi) and has over 31 million (31,568,179) people.[3] The country has extremely high biodiversity and is ranked 7th in the world's list of nations with the most number of species.[7] There are habitats ranging from the Andes Mountains in the west to the Amazon Basin rain-forest in the south via extensive llanos plains. Additionally, there is the Caribbean coast in the center and the Orinoco River Delta in the east."
"Vietnam","https://en.wikipedia.org/wiki/Vietnam","Vietnam (UK: /ˌvjɛtˈnæm, -ˈnɑːm/, US: /ˌviːətˈnɑːm, -ˈnæm/ ( listen);[10] Vietnamese: Việt Nam [vîət nāːm] ( listen)), officially the Socialist Republic of Vietnam (Vietnamese: Cộng hòa xã hội chủ nghĩa Việt Nam ( listen)), is the easternmost country on the Indochina Peninsula in Southeast Asia. With an estimated 94.6 million inhabitants as of 2016[update], it is the world's 14th-most-populous country, and the ninth-most-populous Asian country. Vietnam is bordered by China to the north, Laos to the northwest, Cambodia to the southwest, Thailand across the Gulf of Thailand to the southwest, and the Philippines, Malaysia and Indonesia across the South China Sea to the east and southeast.[d] Its capital city has been Hanoi since the reunification of North and South Vietnam in 1976, with Ho Chi Minh City as the most populous city."
"Yemen","https://en.wikipedia.org/wiki/Yemen","Yemen (/ˈjɛmən/ ( listen); Arabic: اليَمَن‎ al-Yaman), officially known as the Republic of Yemen (الجمهورية اليمنية al-Jumhūrīyah al-Yamanīyah), is an Arab country in Western Asia at the southern end of the Arabian Peninsula. Yemen is the second-largest country in the peninsula, occupying 527,970 km2 (203,850 sq mi). The coastline stretches for about 2,000 km (1,200 mi).[7] It is bordered by Saudi Arabia to the north, the Red Sea to the west, the Gulf of Aden and Arabian Sea to the south, and Oman to the east-northeast. Although Yemen's constitutionally stated capital is the city of Sana'a, the city has been under Houthi rebel control since February 2015. Because of this, Yemen's capital has been temporarily relocated to the port city of Aden, on the southern coast. Yemen's territory includes more than 200 islands; the largest of these is Socotra."
"Zambia","https://en.wikipedia.org/wiki/Zambia","Zambia (/ˈzæmbiə/), officially the Republic of Zambia, is a landlocked country in Southern Africa,[8] neighbouring the Democratic Republic of the Congo to the north, Tanzania to the north-east, Malawi to the east, Mozambique, Zimbabwe, Botswana and Namibia to the south, and Angola to the west. The capital city is Lusaka, in the south-central part of Zambia. The population is concentrated mainly around Lusaka in the south and the Copperbelt Province to the northwest, the core economic hubs of the country."
"Zimbabwe","https://en.wikipedia.org/wiki/Zimbabwe","Zimbabwe (/zɪmˈbɑːbweɪ/), officially the Republic of Zimbabwe, is a landlocked country located in southern Africa, between the Zambezi and Limpopo Rivers, bordered by South Africa, Botswana, Zambia and Mozambique. The capital and largest city is Harare. A country of roughly 16 million[5] people, Zimbabwe has 16 official languages,[3] with English, Shona, and Ndebele the most commonly used."
"UN member states","https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations","The UN officially came into existence on 24 October 1945, after ratification of the United Nations Charter by the five permanent members of the United Nations Security Council (the Republic of China, France, the Soviet Union, the United Kingdom, and the United States) and a majority of the other signatories.[7] A total of 51 original members (or founding members) joined that year; 50 of them signed the Charter at the United Nations Conference on International Organization in San Francisco on 26 June 1945, while Poland, which was not represented at the conference, signed it on 15 October 1945.[8][9]"
"Abkhazia","https://en.wikipedia.org/wiki/Abkhazia","Abkhazia (Abkhaz: Аҧсны́ Apsny [apʰsˈnɨ]; Georgian: აფხაზეთი Apkhazeti [ɑpʰxɑzɛtʰi]; Russian: Абха́зия, tr. Abkhа́ziya, IPA: [ɐpˈxazʲɪjə]) is a partially recognised state on the eastern coast of the Black Sea and the south-western flank of the Caucasus Mountains, south of Russia and northwest of Georgia proper. It covers 8,660 square kilometres (3,340 sq mi) and has a population of around 240,000. Its capital is Sukhumi. The separatist Abkhazian polity, formally the Republic of Abkhazia or Apsny,[6][7][8][9][10] is recognised only by Russia and a small number of other countries. While Georgia lacks control over Abkhazia, the Georgian government, the United Nations and the majority of the world's governments consider Abkhazia part of Georgia, whose constitution designates the area as the Autonomous Republic of Abkhazia."
"Artsakh","https://en.wikipedia.org/wiki/Republic_of_Artsakh","The Artsakh Republic is a presidential democracy (in the middle of transforming from a semi-presidential one, after the 2017 referendum) with a unicameral legislature. Its reliance on Armenia means that in many ways it functions de facto as part of Armenia. The country is very mountainous, averaging 1,097 metres (3,599 ft) above sea level. The population is predominantly Christian, most being affiliated with the Armenian Apostolic Church. Several historical monasteries are popular with tourists, mostly from the Armenian diaspora, as most travel can take place only between Armenia and Artsakh."
"Cook Islands","https://en.wikipedia.org/wiki/Cook_Islands","The Cook Islands (/ˈkʊk ˈaɪləndz/ ( listen); Cook Islands Māori: Kūki 'Āirani)[6] is a self-governing island country in the South Pacific Ocean in free association with New Zealand. It comprises 15 islands whose total land area is 240 square kilometres (92.7 sq mi). The Cook Islands' Exclusive Economic Zone (EEZ) covers 1,800,000 square kilometres (690,000 sq mi) of ocean.[7]"
"Kosovo","https://en.wikipedia.org/wiki/Kosovo","Kosovo (/ˈkɒsəvoʊ, ˈkoʊ-/;[8] Albanian: Kosova, [kɔsɔva][lacks stress] or Kosovë; Serbian Cyrillic: Косово) is a disputed territory[9][10] and partially recognised state[11][12] in Southeastern Europe that declared independence from Serbia in February 2008 as the Republic of Kosovo (Albanian: Republika e Kosovës; error: {{lang-xx}}: text has italic markup (help))."
"Niue","https://en.wikipedia.org/wiki/Niue","Niue (/ˈnjuːeɪ/ NEW-ay; Niuean: Niuē) is an island country in the South Pacific Ocean, 2,400 kilometres (1,500 mi) northeast of New Zealand, east of Tonga, south of Samoa, and west of the Cook Islands. Niue's land area is about 261 square kilometres (101 sq mi)[7] and its population, predominantly Polynesian, was about 1,600 in 2016.[4] The island is commonly referred to as ""The Rock"", which comes from the traditional name ""Rock of Polynesia"".[8]"
"Northern Cyprus","https://en.wikipedia.org/wiki/Northern_Cyprus","Northern Cyprus (Turkish: Kuzey Kıbrıs, Greek: Βόρεια Κύπρος), officially the Turkish Republic of Northern Cyprus (TRNC; Turkish: Kuzey Kıbrıs Türk Cumhuriyeti), is a self-declared state that comprises the northeastern portion of the island of Cyprus. Recognised only by Turkey, Northern Cyprus is considered by the international community to be part of the Republic of Cyprus."
"Sahrawi Arab Democratic Republic","https://en.wikipedia.org/wiki/Sahrawi_Arab_Democratic_Republic","The Sahrawi Republic, officially the Sahrawi Arab Democratic Republic (SADR; Spanish: República Árabe Saharaui Democrática; Arabic: الجمهورية العربية الصحراوية الديمقراطية‎ al-Jumhūrīyah al-‘Arabīyah aṣ-Ṣaḥrāwīyah ad-Dīmuqrāṭīyah), is a partially recognized state that controls a thin strip of area in the Western Sahara region and claims sovereignty over the entire territory of Western Sahara, a former Spanish colony. SADR was proclaimed by the Polisario Front on February 27, 1976, in Bir Lehlou, Western Sahara, a former communist liberation force (modeled after that of Cuba) which has since reformed its ideological and political views.[not verified in body]"
"Somaliland","https://en.wikipedia.org/wiki/Somaliland","Somaliland (Somali: Somaliland; Arabic: صوماليلاند‎ Ṣūmālīlānd, أرض الصومال Arḍ aṣ-Ṣūmāl), officially the Republic of Somaliland (Somali: Jamhuuriyadda Somaliland, Arabic: جمهورية صوماليلاند‎ Jumhūrīyat Ṣūmālīlānd), is a self-declared state internationally recognised as an autonomous region of Somalia.[7][12]"
"South Ossetia","https://en.wikipedia.org/wiki/South_Ossetia","South Ossetia (/ɒˈsɛtiə/[5]) (oficially Republic of South Ossetia or the State of Alania) or Tskhinvali Region, is a partially recognised state in the South Caucasus, located in the territory of the South Ossetian Autonomous Oblast within the former Georgian SSR.[6] It has a population of 53,000 people who live in an area of 3,900 km2, south of the Russian Caucasus, with 30,000 living in its capital city of Tskhinvali."
"Taiwan","https://en.wikipedia.org/wiki/Taiwan","Taiwan (/ˌtaɪˈwɑːn/ ( listen)), officially the Republic of China (ROC), is a state in East Asia. Its neighbors include the People's Republic of China (PRC) to the west, Japan to the northeast, and the Philippines to the south. Taiwan is the most populous state and largest economy that is not a member of the United Nations."
"Transnistria","https://en.wikipedia.org/wiki/Transnistria","Transnistria (Romanian: [transˈnistria]), officially the Pridnestrovian Moldavian Republic (PMR; Russian: Приднестровская Молдавская Республика, ПМР; Romanian: Republica Moldovenească Nistreană, RMN; Република Молдовеняскэ Нистрянэ; Ukrainian: Придністровська Молдавська Республіка), and also called Transdniester, Trans-Dniestr, Transdniestria, or Pridnestrovie, is a landlocked self-proclaimed state situated in geographical region Transnistria between Ukraine and the River Dniester, recognised only by three other non-United Nations (UN) states: Abkhazia, Republic of Artsakh and South Ossetia.[6] The region is considered by the UN to be part of Moldova. The PMR controls a narrow strip of territory to the east of the River Dniester, and also the city of Bender and its surrounding localities on the west bank, in the historical region of Bessarabia."
